"fecha_q","L_PP","L_PIB","L_GG","L_GC","L_GK","L_IF","L_IVA","L_ICE","L_IR"
2025 Q1,5.74243578523038,7.38818786505207,4.50663948107262,4.20108129112182,4.63420896721605,5.51292138208823,4.60457417646679,3.11028037205944,6.60896790660385
2025 Q2,5.80891789191337,7.41331763190092,4.34177974539431,4.13582957926799,4.56712065557322,5.47308904967251,4.53220908988541,3.14834386952302,6.55776195255537
2025 Q3,5.787547838514,7.34820125080651,4.25317096219508,4.08077508519555,4.51474432302932,5.44305970793034,4.49001307161743,3.09711006016716,6.54034053883804
2025 Q4,5.80758328249711,7.33657854379979,4.17641107796261,4.0077158367891,4.47104282766968,5.41581999528016,4.43676694541834,3.0539546659666,6.52110516061485
2026 Q1,5.81865368237754,7.31954163729315,4.1042679029137,3.93818980121794,4.42718824687454,5.37798911063782,4.383475855929,3.00525436412685,6.5024026934462
2026 Q2,5.8294300998701,7.30375476940466,4.03155524942842,3.86893155828202,4.38225922865328,5.33763233763649,4.3300229100486,2.95726939043597,6.48243978378273
2026 Q3,5.83898967948769,7.28698817749613,3.95831958766658,3.80013881734864,4.33685143581876,5.29701464281045,4.27711581718006,2.90948460148172,6.46208579213708
2026 Q4,5.84840638375258,7.27010810766869,3.88488887322426,3.73136270768455,4.2913232495096,5.25681537448286,4.22445949001996,2.86189234869729,6.44159503552282
